asset_id,submitter_id,nacc_id,index,asset_type_id,asset_type_other,asset_name,date_acquiring_type_id,acquiring_date,acquiring_month,acquiring_year,date_ending_type_id,ending_date,ending_month,ending_year,asset_acquisition_type_id,valuation,owner_by_submitter,owner_by_spouse,owner_by_child,latest_submitted_date
2670,40,62,18,35,กระเป๋า Chanel รุ่น Reissue Roll Clutch lambskin,กระเป๋า Chanel รุ่น Reissue Roll Clutch lambskin,2,,,,4,,,,6,82500.0,TRUE,FALSE,FALSE,2022-12-13
2671,40,62,19,35,กระเป๋า Givenchy รุ่น Pandora,กระเป๋า Givenchy รุ่น Pandora,1,,,2018,4,,,,6,69000.0,TRUE,FALSE,FALSE,2022-12-13
2672,40,62,20,35,กระเป๋า Givenchy รุ่น GV3 ไซส์ Medium สีดำ,กระเป๋า Givenchy รุ่น GV3 ไซส์ Medium สีดำ,1,,,2018,4,,,,6,88000.0,TRUE,FALSE,FALSE,2022-12-13
2673,40,62,21,35,กระเป๋า Valentino รุ่น Medium Rockstud,กระเป๋า Valentino รุ่น Medium Rockstud,2,,,,4,,,,6,83390.0,FALSE,FALSE,TRUE,2022-12-13
2674,40,62,22,35,Crossbody กระเป๋า Valentino รุ่น Rockstud หนัง,Crossbody กระเป๋า Valentino รุ่น Rockstud หนัง,2,,,,4,,,,6,120000.0,FALSE,FALSE,TRUE,2022-12-13
2675,40,62,23,35,กระเป๋า Celine รุ่น Box Stingray Exotic,กระเป๋า Celine รุ่น Box Stingray Exotic,1,,,2015,4,,,,6,160000.0,TRUE,FALSE,FALSE,2022-12-13
2676,40,62,24,35,กระเป๋า Celine รุ่น Tie สีน้ำเงิน,กระเป๋า Celine รุ่น Tie สีน้ำเงิน,1,,,2016,4,,,,6,120000.0,TRUE,FALSE,FALSE,2022-12-13
2677,40,62,25,35,กระเป๋า Boyy รุ่น Bobby ไซส์ 23 หนังงู,กระเป๋า Boyy รุ่น Bobby ไซส์ 23 หนังงู,1,,,2018,4,,,,6,58000.0,TRUE,FALSE,FALSE,2022-12-13
2678,40,62,26,35,กระเป๋า Boyy รุ่น Karl Leopard,กระเป๋า Boyy รุ่น Karl Leopard,1,,,2018,4,,,,6,37200.0,TRUE,FALSE,FALSE,2022-12-13
2679,40,62,27,35,กระเป๋า Balenciaga รุ่น Riva City สี Cognac,กระเป๋า Balenciaga รุ่น Riva City สี Cognac,2,,,,4,,,,6,73500.0,TRUE,FALSE,FALSE,2022-12-13
2680,40,62,28,35,กระเป๋า Fendi รุ่น Peekaboo Iconic,กระเป๋า Fendi รุ่น Peekaboo Iconic,1,,,2018,4,,,,6,165550.0,FALSE,FALSE,TRUE,2022-12-13
2681,40,62,29,35,Essential กระเป๋า Bottega Veneta รุ่น Intrecciato Calf Roma สี China Red,Essential กระเป๋า Bottega Veneta รุ่น Intrecciato Calf Roma สี China Red,2,,,,4,,,,6,193390.0,FALSE,FALSE,TRUE,2022-12-13
2682,40,62,30,35,กระเป๋า Christian Dior รุ่น zippy หนัง งู หมวดนาฬิกา,กระเป๋า Christian Dior รุ่น zippy หนัง งู หมวดนาฬิกา,1,,,2017,4,,,,6,100000.0,FALSE,FALSE,TRUE,2022-12-13
2683,40,62,31,35,นาฬิกา Patek Philippe,นาฬิกา Patek Philippe,2,,,,4,,,,6,1089000.0,TRUE,FALSE,FALSE,2022-12-13
2684,40,62,32,35,นาฬิกา Panerai,นาฬิกา Panerai,2,,,,4,,,,6,175400.0,TRUE,FALSE,FALSE,2022-12-13
2685,40,62,33,35,นาฬิกา Rolex รุ่น Daytona สี Rose Gold,นาฬิกา Rolex รุ่น Daytona สี Rose Gold,2,,,,4,,,,6,1017000.0,TRUE,FALSE,FALSE,2022-12-13
2686,40,62,34,35,นาฬิกา Rolex รุ่น Oyster Perpetual,นาฬิกา Rolex รุ่น Oyster Perpetual,1,,,2013,4,,,,6,300000.0,TRUE,FALSE,FALSE,2022-12-13
2687,40,62,35,35,นาฬิกา Rolex รุ่น Oyster Perpetual,นาฬิกา Rolex รุ่น Oyster Perpetual,1,,,2015,4,,,,6,330000.0,FALSE,FALSE,TRUE,2022-12-13
2688,40,62,36,35,นาฬิกา Rolex รุ่น Oyster Perpetual,นาฬิกา Rolex รุ่น Oyster Perpetual,1,,,2017,4,,,,6,275000.0,TRUE,FALSE,FALSE,2022-12-13
2689,40,62,37,35,นาฬิกา Hublot,นาฬิกา Hublot,1,,,2015,4,,,,6,500000.0,TRUE,FALSE,FALSE,2022-12-13
2690,40,62,38,35,นาฬิกา Breguet,นาฬิกา Breguet,2,,,,4,,,,6,2221000.0,TRUE,FALSE,FALSE,2022-12-13
2691,40,62,39,35,นาฬิกา Penerai,นาฬิกา Penerai,2,,,,4,,,,6,180000.0,TRUE,FALSE,FALSE,2022-12-13
2692,40,62,40,35,นาฬิกา Omega Speedmaster,นาฬิกา Omega Speedmaster,1,,,2013,4,,,,6,150000.0,TRUE,FALSE,FALSE,2022-12-13
2693,40,62,41,35,นาฬิกา Rolex GMT-MASTER II,นาฬิกา Rolex GMT-MASTER II,1,,,2017,4,,,,6,500000.0,TRUE,FALSE,FALSE,2022-12-13
2694,40,62,42,32,,หมวด Jewelry แหวนเพชร 1.5 กะรัต,1,,,2008,4,,,,6,730000.0,TRUE,FALSE,FALSE,2022-12-13
2695,40,62,43,32,,แหวนเพชร,1,,,2011,4,,,,6,350000.0,TRUE,FALSE,FALSE,2022-12-13
2696,40,62,44,32,,แหวนเพชร,1,,,2012,4,,,,6,50000.0,FALSE,FALSE,TRUE,2022-12-13
2697,40,62,45,35,กำไลข้อมือ Catier รุ่น Love,กำไลข้อมือ Catier รุ่น Love,1,,,2015,4,,,,6,323200.0,TRUE,FALSE,FALSE,2022-12-13
2698,40,62,46,35,แหวน Catier รุ่น Paris Nouvelle Vague,แหวน Catier รุ่น Paris Nouvelle Vague,1,,,2016,4,,,,6,240000.0,TRUE,FALSE,FALSE,2022-12-13
2699,40,62,47,32,,สร้อยเพชรพร้อมจี้เพชรรูปหัวใจ,2,,,,4,,,,6,200000.0,TRUE,FALSE,FALSE,2022-12-13
2700,40,62,48,35,แหวนทับทิม,แหวนทับทิม,2,,,,4,,,,6,20000.0,FALSE,FALSE,TRUE,2022-12-13
2701,40,62,49,35,แหวนมรกต,แหวนมรกต,2,,,,4,,,,6,100000.0,FALSE,FALSE,TRUE,2022-12-13
2702,40,62,50,35,ต่างหูมรกต 1 คู่,ต่างหูมรกต 1 คู่,2,,,,4,,,,6,200000.0,FALSE,FALSE,TRUE,2022-12-13
2703,40,62,51,32,,แหวนเพชร 0.3 กะรัต,2,,,,4,,,,6,19000.0,TRUE,FALSE,FALSE,2022-12-13
2704,40,62,52,32,,แหวนเพชรทรงกลม ขนาด 1.2 กะรัต,2,,,,4,,,,6,466000.0,TRUE,FALSE,FALSE,2022-12-13
2705,40,62,53,32,,แหวนเพชรรูปดอกไม้เรือนทองคำ,2,,,,4,,,,6,20000.0,TRUE,FALSE,FALSE,2022-12-13
2706,40,62,54,35,แหวนประดับมุก,แหวนประดับมุก,2,,,,4,,,,6,15000.0,TRUE,FALSE,FALSE,2022-12-13
2707,40,62,55,32,,เพชร น้ำหนัก 0.91 กะรัต (G),2,,,,4,,,,6,91000.0,TRUE,FALSE,FALSE,2022-12-13
2708,40,62,56,32,,เพชร น้ำหนัก 0.91 กะรัต (G),2,,,,4,,,,6,91000.0,TRUE,FALSE,FALSE,2022-12-13
2709,40,62,57,35,สร้อยคอไข่มุก MIKIMOTO,สร้อยคอไข่มุก MIKIMOTO,2,,,,4,,,,6,180000.0,TRUE,FALSE,FALSE,2022-12-13
2710,40,62,58,35,สร้อยคอไข่มุก MIKIMOTO,สร้อยคอไข่มุก MIKIMOTO,1,,,2014,4,,,,6,860000.0,TRUE,FALSE,FALSE,2022-12-13
2711,40,62,59,32,,ต่างหูผึ้ง ปีกเพชร 1 คู่,2,,,,4,,,,6,15000.0,TRUE,FALSE,FALSE,2022-12-13
2712,40,62,60,32,,ต่างหูเพชร,2,,,,4,,,,6,250000.0,FALSE,FALSE,TRUE,2022-12-13
2713,40,62,61,32,,ต่างหูเพชร ตัวเรือนทองคำขาว,1,,,2008,4,,,,6,59000.0,TRUE,FALSE,FALSE,2022-12-13
2714,40,62,62,32,,เพชร น้ำหนัก 0.83 กะรัต (E),1,,,2017,4,,,,6,2560.0,TRUE,FALSE,FALSE,2022-12-13
2715,40,62,63,35,กำไลหยก,กำไลหยก,2,,,,4,,,,6,20000.0,TRUE,FALSE,FALSE,2022-12-13
2716,40,62,64,35,. สร้อยไข่มุกดำ,. สร้อยไข่มุกดำ,2,,,,4,,,,6,150000.0,TRUE,FALSE,FALSE,2022-12-13
2717,40,62,65,35,สร้อยไข่มุก,สร้อยไข่มุก,2,,,,4,,,,6,30000.0,TRUE,FALSE,FALSE,2022-12-13
2718,40,62,66,35,สร้อยไข่มุกเล็ก,สร้อยไข่มุกเล็ก,2,,,,4,,,,6,45000.0,TRUE,FALSE,FALSE,2022-12-13
2719,40,62,67,32,,จี้หยกล้อมเพชร,2,,,,4,,,,6,45000.0,TRUE,FALSE,FALSE,2022-12-13
2720,40,62,68,32,,ชุดหยกล้อมเพชร,2,,,,4,,,,6,50000.0,TRUE,FALSE,FALSE,2022-12-13
2721,40,62,69,32,,ต่างหูเพชร,2,,,,4,,,,6,20000.0,TRUE,FALSE,FALSE,2022-12-13
2722,40,62,70,32,,แหวนเพชร,2,,,,4,,,,6,90000.0,TRUE,FALSE,FALSE,2022-12-13
2723,40,62,71,32,,ชุดเครื่องเพชร,2,,,,4,,,,6,300000.0,TRUE,FALSE,FALSE,2022-12-13
2724,40,62,72,35,แหวนบุษราคัม,แหวนบุษราคัม,2,,,,4,,,,6,25000.0,TRUE,FALSE,FALSE,2022-12-13
2725,40,62,73,32,,แหวนทองประดับเพชร,2,,,,4,,,,6,40000.0,TRUE,FALSE,FALSE,2022-12-13
2726,40,62,74,32,,ทองคำรูปพรรณกึ่งจิวเวอร์รี่,2,,,,4,,,,6,385500.0,TRUE,FALSE,FALSE,2022-12-13
2727,40,62,75,33,,ทองคำแท่ง น้ำหนักรวม 31 บาท หมวดพระเครื่อง,2,,,,4,,,,6,614420.0,TRUE,FALSE,FALSE,2022-12-13
2728,40,62,76,32,,พระเครื่อง หลวงพ่อแก้ว วัดเครือวัลย์ พิมพ์กลาง 1 พร้อมกรอบทองล้อมเพชร,2,,,,4,,,,6,18150000.0,TRUE,FALSE,FALSE,2022-12-13
2729,40,62,77,32,,พระเครื่อง สมเด็จ วัดระฆัง พิมพ์ใหญ่ พร้อม กรอบทองล้อมเพชร,2,,,,4,,,,6,45200000.0,FALSE,FALSE,TRUE,2022-12-13
2730,40,62,78,32,,พระเครื่อง พลวงพ่อแก้ว วัดเครือวัลย์ พิมพ์กลาง 2 พร้อมกรอบทองล้อมเพชร,2,,,,4,,,,6,12150000.0,TRUE,FALSE,FALSE,2022-12-13
2731,40,62,79,33,,พระเครื่อง ซุ้มกอ,2,,,,4,,,,6,10000000.0,FALSE,FALSE,TRUE,2022-12-13
2732,40,62,80,32,,พระเครื่อง หลวงพ่อคลีพ วัดสมถะ จังหวัดชลบุรี พร้อมกรอบทองล้อมเพชร,2,,,,4,,,,6,1650000.0,TRUE,FALSE,FALSE,2022-12-13
2733,40,62,81,32,,พระเครื่อง เหรียญวัดพนัญเชิง พร้อมกรอบทอง ล้อมเพชร,2,,,,4,,,,6,1150000.0,FALSE,FALSE,TRUE,2022-12-13
2734,40,62,82,33,,พระเครื่อง หลวงปู่ทวดเนื้อว่าน วัดช้างไห้,2,,,,4,,,,6,1000000.0,TRUE,FALSE,FALSE,2022-12-13
2735,40,62,83,33,,พระเครื่อง หลวงปู่ทวด วัดช้างไห้ พิมพ์กลาง ไม่ปั้มซ้ำ,2,,,,4,,,,6,1500000.0,TRUE,FALSE,FALSE,2022-12-13
2736,40,62,84,32,,พระเครื่อง หลวงพ่อแก้ว วัดเครือวัลย์ พิมพ์จิ๋ว พร้อมกรอบทองล้อมเพชร,2,,,,4,,,,6,2100000.0,TRUE,FALSE,FALSE,2022-12-13
2737,40,62,85,35,พระพุทธรูปปางลีลา สุโขทัย,พระพุทธรูปปางลีลา สุโขทัย,2,,,,4,,,,6,8000000.0,TRUE,FALSE,FALSE,2022-12-13
2738,40,62,86,32,,พระพุทธรูป อู่ทอง หน้าหนุ่ม,2,,,,4,,,,6,20000000.0,TRUE,FALSE,FALSE,2022-12-13
2739,40,62,87,35,พระลีลากำแพงศอก กรุวัดพระศรีรัตนมหาธาตุ จังหวัดสุพรรณบุรี,พระลีลากำแพงศอก กรุวัดพระศรีรัตนมหาธาตุ จังหวัดสุพรรณบุรี,1,,,2015,4,,,,6,2500000.0,TRUE,FALSE,FALSE,2022-12-13
2740,40,62,88,35,องค์จตุคาม รุ่นปี 2530,องค์จตุคาม รุ่นปี 2530,1,,,2004,4,,,,6,200000.0,TRUE,FALSE,FALSE,2022-12-13
2741,40,62,89,35,สมเด็จวัดเกศไชโย พิมพ์นิยม ฐาน 7 ชั้น หมวด Jewelry (เพิ่มเติม),สมเด็จวัดเกศไชโย พิมพ์นิยม ฐาน 7 ชั้น หมวด Jewelry (เพิ่มเติม),2,,,,4,,,,6,2000000.0,TRUE,FALSE,FALSE,2022-12-13
2742,40,62,90,35,กำไล Cartier,กำไล Cartier,1,5,6,2022,4,,,,6,353000.0,TRUE,FALSE,FALSE,2022-12-13
2743,40,62,91,35,สร้อยคอ TIFFANY&CO,สร้อยคอ TIFFANY&CO,1,10,6,2022,4,,,,6,505000.0,TRUE,FALSE,FALSE,2022-12-13
2744,80,63,1,1,,โฉนด,1,9,7,2014,4,,,,6,200000.0,TRUE,FALSE,FALSE,2022-12-13
2745,80,63,2,36,อ.ไทรน้อย จ.นนทบุรี,โฉนด,1,21,6,2019,4,,,,6,2000000.0,TRUE,FALSE,FALSE,2022-12-13
2746,80,63,3,1,,โฉนด,1,17,2,1994,4,,,,6,4000000.0,TRUE,FALSE,FALSE,2022-12-13
2747,80,63,4,1,,โฉนด,1,22,6,2009,4,,,,6,3300000.0,TRUE,FALSE,FALSE,2022-12-13
2748,80,63,5,1,,โฉนด,1,15,9,2015,4,,,,6,3300000.0,TRUE,FALSE,FALSE,2022-12-13
2749,80,63,6,1,,โฉนด,1,15,9,2015,4,,,,6,4980000.0,TRUE,FALSE,FALSE,2022-12-13
2750,80,63,7,1,,โฉนด,1,14,11,2018,4,,,,6,5040000.0,TRUE,FALSE,FALSE,2022-12-13
2751,80,63,1,18,,รถยนต์นั่งโตโยต้า วีออส,1,5,12,4570,4,,,,6,200000.0,TRUE,FALSE,FALSE,2022-12-13
2752,80,63,2,18,,รถยนต์นั่งโตโยต้า มาเจสตี้,1,18,1,2021,4,,,,6,1119660.0,TRUE,FALSE,FALSE,2022-12-13
2753,80,63,1,39,กรมธรรม์ประกันภัยเลขที่,T00359831 กรมธรรม์ประกันภัยเลขที่,1,17,4,2048,1,,,,6,252498.38,TRUE,FALSE,FALSE,2022-12-13
2754,80,63,2,39,กรมธรรม์ประกันภัยเลขที่,T01816006 กรมธรรม์ประกันภัยเลขที่,1,11,11,2047,1,,,,6,371359.51,TRUE,FALSE,FALSE,2022-12-13
2755,80,63,3,39,กรมธรรม์ประกันภัยเลขที่,T04692496 กรมธรรม์ประกันภัยเลขที่,1,7,6,2032,1,,,,6,517200.0,TRUE,FALSE,FALSE,2022-12-13
2756,80,63,4,39,กรมธรรม์ประกันภัยเลขที่,TO5339808 กรมธรรม์ประกันภัยเลขที่,1,26,6,2026,1,,,,6,274800.0,TRUE,FALSE,FALSE,2022-12-13
